p_throws,stand,balls,strikes,n_pitchers,n_exact_pitches,n_league_pitches,sampled_ball,sampled_called_strike,sampled_hbp,sampled_in_zone,exact_ball,exact_called_strike,exact_hbp,exact_in_zone,league_ball,league_called_strike,league_hbp,league_in_zone,backoff_exact,backoff_strikes,backoff_stand,backoff_empty,draw_gap_ball,pool_gap_ball,draw_gap_called_strike,pool_gap_called_strike,draw_gap_hbp,pool_gap_hbp,draw_gap_in_zone,pool_gap_in_zone
R,L,2,1,1475,111303,134796,0.4601873341474555,0.5383022383472985,0.0015104275052459557,0.542009871406756,0.45829655554504867,0.5402262038197573,0.0014772406351908052,0.540215793048587,0.45703740048994346,0.5411836118440183,0.001778987666038068,0.5431911926169916,14672,2244,784,8,0.0018907786024068285,0.00125915505510521,-0.0019239654724587663,-0.0009574080242610306,3.3186870055150475e-05,-0.0003017470308472627,0.0017940783581690267,-0.0029753995684045353
R,L,2,2,1475,166710,203545,0.5558756514883296,0.44056886111027904,0.00355548740139135,0.4425695614319328,0.5483678772429099,0.44864913853330207,0.002982984223787074,0.45317374894347406,0.5437801927175541,0.45320458406103725,0.0030152232214085885,0.4587978088383404,14672,2244,784,8,0.007507774245419707,0.004587684525355851,-0.00808027742302303,-0.00455544552773518,0.0005725031776042757,-3.223899762151445e-05,-0.010604187511541241,-0.005624059894866362
R,L,3,0,1475,23867,28422,0.39299347381418703,0.6063210826267567,0.000685443559056213,0.602068090149539,0.3843044148843021,0.6148705375867461,0.0008250475289507617,0.6083768508146303,0.3904221752095889,0.608468025849957,0.0011097989404541255,0.604637252832313,14672,2244,784,8,0.008689058929884919,-0.00611776032528677,-0.008549454959989489,0.006402511736789185,-0.00013960396989454876,-0.0002847514115033638,-0.00630876066509134,0.0037395979823173775
R,L,3,1,1475,48514,58144,0.39843769413047414,0.6003867930193629,0.001175512850163176,0.5972976859899664,0.39756961581370165,0.60164256759645,0.0007878165898489698,0.6005005654997222,0.39917347546703746,0.599540996717927,0.0012855278150356126,0.6001823059988993,14672,2244,784,8,0.0008680783167724915,-0.0016038596533358151,-0.001255774577087032,0.002101570878522918,0.00038769626031420626,-0.0004977112251866428,-0.0032028795097558405,0.0003182595008228706
R,L,3,2,1475,104813,126790,0.4357049558552289,0.56266452081984,0.0016305233249309199,0.5662517178885382,0.43934552869305,0.5593070599184679,0.001347411388482632,0.5660050237495917,0.4371138174472361,0.5612223955452329,0.0016637870075310057,0.5701001656282041,14672,2244,784,8,-0.003640572837821099,0.0022317112458138944,0.0033574609013721224,-0.0019153356267650468,0.0002831119364482878,-0.0003163756190483736,0.0002466941389465127,-0.004095141878612374
R,R,0,0,1481,587407,882417,0.46507118555792115,0.5301406918227158,0.004788122619362815,0.5263717244011065,0.4599458945227399,0.5363235694566955,0.0037305360205687234,0.5377631967789303,0.4657232582105205,0.5312315996700441,0.003045142119435445,0.5304952193804063,14992,2152,628,2,0.005125291035181279,-0.005777363687780646,-0.006182877633979622,0.005091969786651385,0.0010575865987940917,0.0006853939011332785,-0.011391472377823786,0.007267977398523917
R,R,0,1,1481,302772,449583,0.5459162400351752,0.4497097382218189,0.004374021743005907,0.45253262657464005,0.5508857510968077,0.4451666463675177,0.003947602535674984,0.44313791100039973,0.556068481912733,0.44036051359658723,0.003571004490679873,0.43784351276627453,14992,2152,628,2,-0.004969511061632459,-0.0051827308159252405,0.00454309185430124,0.004806132770930449,0.0004264192073309232,0.00037659804499511106,0.00939471557424032,0.005294398234125197
R,R,0,2,1481,158505,233996,0.6803224167239286,0.31669610577314067,0.0029814775029307766,0.31653021104003143,0.6842804094279927,0.3130722444199776,0.0026473461520339636,0.31539097029653074,0.6806515657174186,0.31622011247520393,0.003128321807377488,0.31932169780680014,14992,2152,628,2,-0.003957992704064162,0.003628843710574148,0.0036238613531630604,-0.0031478680552263216,0.000334131350896813,-0.0004809756553435245,0.0011392407435006913,-0.003930727510269405
R,R,1,0,1481,219668,336541,0.4655755638478889,0.5316341383532928,0.0027902977988182266,0.530366038824587,0.44889104065951113,0.5481407151402563,0.0029682442002311954,0.5490914678531958,0.45609613805820404,0.5414447463312559,0.002459115610540025,0.5409504339738694,14992,2152,628,2,0.016684523188377764,-0.007205097398692906,-0.016506576786963545,0.006695968809000363,-0.00017794640141296884,0.0005091285896911706,-0.018725429028608853,0.00814103387932641
R,R,1,1,1481,230347,348374,0.5071324654542284,0.4887958247783102,0.004071709767461191,0.4943408284722788,0.5021339172419976,0.49414328439227084,0.003722798365732787,0.4942801513629672,0.5085876721031142,0.48817717127566007,0.0032351566212257873,0.48803871701102836,14992,2152,628,2,0.00499854821223078,-0.006453754861116545,-0.005347459613960659,0.005966113116610772,0.0003489114017284035,0.0004876417445069999,6.067710931156878e-05,0.006241434351938857
R,R,1,2,1481,224102,334145,0.643938919425844,0.3533285948750628,0.0027324856990933407,0.3515914154239165,0.6268414541171925,0.3700985059884294,0.003060039894377027,0.37289852891582354,0.6273935559899656,0.36933071142271345,0.003275732587320924,0.37208397551960976,14992,2152,628,2,0.017097465308651527,-0.0005521018727731031,-0.01676991111336662,0.0007677945657159624,-0.0003275541952836862,-0.0002156926929438971,-0.02130711349190706,0.0008145533962137796
R,R,2,0,1481,72166,112364,0.42130771110447296,0.5765934757149648,0.0020988131805625343,0.5765359873184432,0.407315967810331,0.5900871697979031,0.0025968623917664094,0.5928691370179312,0.4168846049495234,0.5809737072141636,0.0021416878363130012,0.5811469865793315,14992,2152,628,2,0.013991743294141934,-0.00956863713919237,-0.013493694082938323,0.009113462583739462,-0.0004980492112038751,0.0004551745554534081,-0.01633314969948796,0.011722150438599699
R,R,2,1,1481,115168,177321,0.43167522650949774,0.5650194420398098,0.003305331450691908,0.5663299358910671,0.4395314759794786,0.5573538480571387,0.0031146759633838587,0.5584199153790692,0.44676472827858194,0.5507352079563921,0.0025000637650259227,0.5507131135060145,14992,2152,628,2,-0.00785624946998087,-0.007233252299103321,0.007665593982671082,0.006618640100746642,0.00019065548730804946,0.000614612198357936,0.00791002051199785,0.007706801873054725
R,R,2,2,1481,186922,281928,0.5505949093153089,0.44612072110295625,0.003284369581734905,0.4463637044443032,0.5369875192043544,0.4599061916553395,0.003106289140305766,0.4633709638995925,0.5406910417860337,0.45629870471872097,0.0030102534952452242,0.4586809398144207,14992,2152,628,2,0.013607390110954465,-0.003703522581679275,-0.013785470552383272,0.0036074869366185536,0.00017808044142913907,9.603564506054183e-05,-0.017007259455289303,0.004690024085171773
R,R,3,0,1481,21188,33690,0.3702115357573356,0.6281921778358092,0.0015962864068553462,0.6434593642095703,0.36257499690057016,0.6348518952839837,0.0025731078154460256,0.640234652520556,0.37557530264437466,0.6224207978091388,0.002003899546486478,0.6261501929355892,14992,2152,628,2,0.007636538856765462,-0.013000305743804508,-0.006659717448174507,0.012431097474844832,-0.0009768214085906794,0.0005692082689595476,0.0032247116890142813,0.014084459584966846
R,R,3,1,1481,45763,72003,0.3827488535001138,0.6151914145744544,0.0020597319254318847,0.6243824290145806,0.38406319821205825,0.6133325829711475,0.0026042188167931723,0.6192179582053292,0.3917060447934872,0.606244637019798,0.0020493181867146807,0.6100440259433635,14992,2152,628,2,-0.0013143447119444707,-0.0076428465814289415,0.0018588316033069097,0.007087945951349428,-0.0005444868913612876,0.0005549006300784916,0.00516447080925142,0.009173932261965723
R,R,3,2,1481,108964,167047,0.4332656105259356,0.5632683030753964,0.003466086398668219,0.5675038391664495,0.42347061642212824,0.5737594568094467,0.00276992676842484,0.5818661287321995,0.4282601030741635,0.5694415464226236,0.002298350503212883,0.575382976048657,14992,2152,628,2,0.009794994103807353,-0.004789486652035269,-0.010491153734050296,0.004317910386823165,0.0006961596302433788,0.000471576265211957,-0.01436228956574992,0.006483152683542492
