p_throws,stand,balls,strikes,n_pitchers,n_exact_pitches,n_league_pitches,sampled_ball,sampled_called_strike,sampled_hbp,sampled_in_zone,exact_ball,exact_called_strike,exact_hbp,exact_in_zone,league_ball,league_called_strike,league_hbp,league_in_zone,backoff_exact,backoff_strikes,backoff_stand,backoff_empty,draw_gap_ball,pool_gap_ball,draw_gap_called_strike,pool_gap_called_strike,draw_gap_hbp,pool_gap_hbp,draw_gap_in_zone,pool_gap_in_zone
R,R,0,2,1602,177613,262681,0.6826383371122916,0.31498013054912616,0.002381532338582381,0.3205922697006658,0.6839988465179795,0.31337612885017785,0.0026250246318429643,0.31501574673213795,0.6801888033366501,0.3166788199027015,0.003132376760648441,0.319162786802243,16151,2333,740,2,-0.001360509405687882,0.003810043181329381,0.0016040016989483097,-0.0033026910525236763,-0.00024349229326058345,-0.0005073521288054767,0.005576522968527842,-0.004147040070105079
R,R,1,0,1602,244449,374383,0.44649944777642353,0.5497533524606728,0.003747199762903615,0.5469462051681964,0.44729584450669946,0.5496960271411757,0.003008128352127535,0.5503413524904145,0.4544555180822103,0.5430503213793981,0.0024941605383914742,0.542348343808346,16151,2333,740,2,-0.0007963967302759278,-0.007159673575510839,5.732531949709241e-05,0.006645705761777587,0.0007390714107760798,0.0005139678137360609,-0.0033951473222181283,0.007993008682068536
R,R,1,1,1602,256956,388770,0.4953204845596949,0.5009049937251387,0.0037745217151665556,0.5003387254803943,0.5007079718199258,0.4956020852228224,0.0036899429572541673,0.4954705187651973,0.5068827705909889,0.4898955832970657,0.003221646111945556,0.4895413740772179,16151,2333,740,2,-0.005387487260230861,-0.006174798771063084,0.00530290850231635,0.005706501925756724,8.457875791238832e-05,0.0004682968453086113,0.004868206715196943,0.0059291446879794485
R,R,1,2,1602,250980,374658,0.6279177990248027,0.3688026586689612,0.003279542306236125,0.36815340625062487,0.6262731061579034,0.37071828184832223,0.003008611993775458,0.37288435014565535,0.6264080627513245,0.3703384856223471,0.003253451626328376,0.37263851299051404,16151,2333,740,2,0.0016446928668992777,-0.00013495659342110944,-0.0019156231793610035,0.0003797962259751153,0.00027093031246066667,-0.00024483963255291777,-0.004730943895030482,0.0002458371551413152
R,R,2,0,1602,79951,124541,0.404888146407568,0.5924132366530385,0.0026986169393937204,0.6005952023888078,0.40583126654828694,0.5914945073035431,0.0026742261481695465,0.593962868722599,0.41553777403081976,0.5822609291055192,0.00220129686366097,0.5821857862069519,16151,2333,740,2,-0.000943120140718956,-0.009706507482532822,0.0009187293494953286,0.00923357819802395,2.4390791224173855e-05,0.0004729292845085764,0.006632333666208856,0.01177708251564702
R,R,2,1,1602,128229,197347,0.45015396007942277,0.5465929176517714,0.0032531222688056485,0.5436577286330341,0.43834024125358817,0.5585203641006506,0.0031393946457638038,0.5590293719122819,0.4454073375242799,0.5520654366948025,0.002527225780917669,0.551505723421182,16151,2333,740,2,0.011813718825834596,-0.007067096270691742,-0.01192744644887922,0.006454927405848188,0.00011372762304184478,0.0006121688648461346,-0.015371643279247782,0.007523648491099877
R,R,2,2,1602,209488,315672,0.5348069080429882,0.46232079051654534,0.0028723014404665676,0.46986063066125455,0.5356894198542441,0.4612205105696655,0.0030900695760898815,0.4640512678899306,0.5393640160766632,0.45762762394349954,0.0030083599798372057,0.45954028231835575,16151,2333,740,2,-0.0008825118112558705,-0.0036745962224190576,0.001100279946879834,0.0035928866261659698,-0.00021776813562331392,8.170959625267583e-05,0.005809362771323934,0.004510985571574866
R,R,3,0,1602,23417,37268,0.3537638087830311,0.6437725119647411,0.0024636792522280335,0.6490597401904914,0.360714613359315,0.6366901110616474,0.0025952755790379233,0.6423193433852524,0.3736730282196305,0.6242885274717656,0.0020384443086040272,0.627750348824729,16151,2333,740,2,-0.006950804576283887,-0.012958414860315515,0.007082400903093644,0.01240158358988186,-0.0001315963268098898,0.000556831270433896,0.0067403968052389684,0.014568994560523407
R,R,3,1,1602,50805,80013,0.38243821513339926,0.6147857474541096,0.0027760374124911457,0.6219413062459592,0.3821679311812475,0.6150762692021992,0.0027557996165559874,0.6206230641726073,0.3900079188687206,0.6078412391957139,0.0021508419355654716,0.6113256595803181,16151,2333,740,2,0.00027028395215178413,-0.007839987687473127,-0.0002905217480895228,0.007235030006485288,2.0237795935158266e-05,0.0006049576809905159,0.0013182420733519606,0.009297404592289116
R,R,3,2,1602,122099,186925,0.4116122552364616,0.5858086062773594,0.002579138486178625,0.593614338178934,0.42172212516812424,0.5754980508405784,0.0027798239913001516,0.5824697826656001,0.4267878059312982,0.5709009538111076,0.0023112402575940836,0.5759636217734385,16151,2333,740,2,-0.01010986993166263,-0.005065680763173985,0.010310555436781055,0.004597097029470754,-0.00020068550512152656,0.00046858373370606797,0.011144555513333931,0.006506160892161605
