batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a
657757,-0.043476555839727204,-0.0418278691662487,153.0,391.0,176.0,L,219.9375,medium,-0.026253501145267144
660162,-0.12905619412515965,-0.01504417392002122,27.0,261.0,782.0,L,48.93750000000001,high,-0.026253501145267144
660271,-0.057820052375607944,-0.04911828650064931,243.0,462.0,1137.0,L,318.4851063829787,high,-0.026253501145267144
660644,0.04560407239819003,-0.007491981901476874,17.0,78.0,166.0,L,27.915789473684214,medium,-0.026253501145267144
660670,-0.04794252612448885,0.017755656409890186,124.0,284.0,721.0,R,172.62745098039215,high,0.014857842364673413
660688,0.07125743348982785,-0.006507074105179089,54.0,213.0,426.0,L,86.15730337078652,medium,-0.026253501145267144
660757,-0.0534385775862069,0.0174897275906849,29.0,32.0,187.0,R,30.426229508196723,medium,0.014857842364673413
660821,-0.1043380839271576,-0.05305152092406662,75.0,421.0,300.0,L,127.31854838709677,medium,-0.026253501145267144
660844,0.008965505226480874,-0.005845189776605253,41.0,70.0,32.0,L,51.711711711711715,low,-0.026253501145267144
661388,-0.029698488333881057,0.024954825276048864,179.0,476.0,495.0,R,260.16488549618316,high,0.014857842364673413
662139,-0.04627336448598124,-0.036299674937757376,56.0,214.0,473.0,L,88.77037037037037,high,-0.026253501145267144
663330,0.06483205430932704,0.022507097193897097,121.0,28.0,62.0,R,45.4765100671141,low,0.014857842364673413
663368,0.08590028490028484,-0.0010026614846601056,54.0,117.0,214.0,L,73.89473684210526,medium,-0.026253501145267144
663457,-0.056370027932960864,-0.05240353304583811,179.0,400.0,327.0,L,247.32297063903283,medium,-0.026253501145267144
663538,0.10028681524122068,0.018183093394481986,149.0,499.0,553.0,R,229.4783950617284,high,0.014857842364673413
663584,-0.06773634651600755,0.02187856543219463,18.0,59.0,0.0,R,27.584415584415588,low,0.014857842364673413
663586,-0.01171358875017936,0.020996755529489042,101.0,345.0,701.0,R,156.2556053811659,high,0.014857842364673413
663604,-0.010940997335363523,0.020500311611251598,71.0,74.0,6.0,R,72.46896551724137,low,0.014857842364673413
663616,-0.05728243520559401,-0.051753445357914984,118.0,446.0,187.0,L,186.62411347517732,medium,-0.026253501145267144
663624,-0.02248689138576776,0.018423555511297873,90.0,267.0,698.0,R,134.6218487394958,high,0.014857842364673413
663647,-0.049972619047619043,0.026862176538399618,120.0,448.0,573.0,R,189.2957746478873,high,0.014857842364673413
663656,-0.0035722705696202284,-0.035644807875565676,192.0,395.0,900.0,L,258.3986371379898,high,-0.026253501145267144
663662,-0.03246874999999999,0.026491720505948002,32.0,10.0,159.0,R,15.238095238095237,medium,0.014857842364673413
663697,0.004948046251993576,0.02325558201990663,110.0,456.0,585.0,R,177.24381625441697,high,0.014857842364673413
663698,0.1009684250330875,0.021552770716445513,86.0,246.0,251.0,R,127.44578313253011,medium,0.014857842364673413
663728,0.05213450008102416,-0.0080114391668345,204.0,484.0,412.0,L,287.0232558139535,medium,-0.026253501145267144
663743,-0.049178782608695626,0.019421188973846093,115.0,125.0,265.0,R,119.79166666666667,medium,0.014857842364673413
663757,-0.08056341057095256,-0.03770290312658969,155.0,426.0,551.0,L,227.29776247848537,high,-0.026253501145267144
663837,0.08454916360669115,0.024706019667764922,43.0,57.0,473.0,R,49.02,high,0.014857842364673413
663853,0.09766211409873382,0.021479055051257856,142.0,198.0,214.0,R,165.38823529411764,medium,0.014857842364673413
663886,0.048458086280924184,0.024824666147320318,73.0,268.0,487.0,R,114.74486803519062,high,0.014857842364673413
663898,0.08673831070889892,0.026564212096672646,26.0,102.0,541.0,R,41.4375,high,0.014857842364673413
663968,-0.030923337376187632,-0.0086047330710593,136.0,291.0,0.0,L,185.36768149882903,low,-0.026253501145267144
663993,-0.10255945866194535,-0.0395836896068143,171.0,436.0,826.0,L,245.65403624382208,high,-0.026253501145267144
664023,-0.03902922755741128,-0.005478763181684276,182.0,479.0,929.0,L,263.77609682299544,high,-0.026253501145267144
664034,-0.005134916086778518,0.019598381995408032,140.0,349.0,800.0,R,199.8364008179959,high,0.014857842364673413
