batter,embedding_index,name,stand
691016,1749,Tyler Soderstrom,L
691023,1750,Jordan Walker,R
691026,1751,Masyn Winn,R
691176,1752,Jasson Domínguez,L
691406,1753,Junior Caminero,R
691718,1754,Pete Crow-Armstrong,L
691783,1755,Jordan Lawlar,R
693049,1756,Oscar Colás,L
693304,1757,Nick Gonzales,R
694384,1758,Nolan Schanuel,L
694497,1759,Evan Carter,L
696100,1760,Hunter Goodman,R
696285,1761,Jacob Young,R
807799,1762,Masataka Yoshida,L
