head,grouping,cell,class,n_rows,observed,predicted,gap,relative_gap
spray,count,3-0,bin_9,282,0.031914893617021274,0.03767278804097007,0.005757894423948799,0.18041402528372905
spray,count,3-0,bin_10,282,0.02127659574468085,0.03892967330683221,0.01765307756215136,0.8296946454211139
spray,count,3-0,bin_11,282,0.024822695035460994,0.04201944961034237,0.017196754574881373,0.692783541445221
spray,count,3-0,bin_12,282,0.03900709219858156,0.04137860622309835,0.0023715140245167896,0.0607969959012486
spray,count,3-0,bin_13,282,0.03546099290780142,0.04354946724806272,0.008088474340261297,0.22809497639536855
spray,count,3-0,bin_14,282,0.04964539007092199,0.04159552441473971,-0.008049865656182278,-0.1621472939316716
spray,count,3-0,bin_15,282,0.03900709219858156,0.046079696846320066,0.007072604647738505,0.18131586460565985
spray,count,3-0,bin_16,282,0.05319148936170213,0.04260815336312834,-0.010583335998573785,-0.19896671677318717
spray,count,3-0,bin_17,282,0.06382978723404255,0.04367528329702451,-0.020154503937018037,-0.3157538950132826
spray,count,3-0,bin_18,282,0.0425531914893617,0.04701098662071221,0.004457795131350507,0.10475818558673693
spray,count,3-0,bin_19,282,0.06382978723404255,0.04726713967339486,-0.016562647560647688,-0.25948147845014713
spray,count,3-0,bin_20,282,0.07446808510638298,0.05266859830796375,-0.021799486798419226,-0.29273596557877246
spray,count,3-0,bin_21,282,0.04964539007092199,0.055465850292363186,0.005820460221441198,0.1172406987461727
spray,count,3-0,bin_22,282,0.06382978723404255,0.058819543571312125,-0.005010243662730424,-0.07849381738277664
spray,count,3-0,bin_23,282,0.06382978723404255,0.062448465996644796,-0.001381321237397752,-0.02164069938589812
spray,count,3-1,bin_0,3324,0.04632972322503008,0.04710132527450764,0.0007716020494775572,0.016654579301710392
spray,count,3-1,bin_1,3324,0.03580024067388688,0.03976552226275431,0.003965281588867428,0.11076131093609523
spray,count,3-1,bin_2,3324,0.040312876052948254,0.03869609551290844,-0.0016167805400398166,-0.04010580981412202
spray,count,3-1,bin_3,3324,0.03580024067388688,0.038193745752011676,0.0023935050781247955,0.06685723428308253
spray,count,3-1,bin_4,3324,0.0351985559566787,0.0379850119908413,0.002786456034162596,0.07916393040646555
spray,count,3-1,bin_5,3324,0.03941034897713598,0.03994149713862531,0.000531148161489331,0.013477377777026994
spray,count,3-1,bin_6,3324,0.04061371841155235,0.040786361323610576,0.00017264291205822818,0.004250852145789263
spray,count,3-1,bin_7,3324,0.04302045728038508,0.04139011702652632,-0.0016303402538587614,-0.037896860166619036
spray,count,3-1,bin_8,3324,0.036101083032490974,0.04206531409733306,0.0059642310648420835,0.16520920049612572
spray,count,3-1,bin_9,3324,0.03580024067388688,0.04099781947478985,0.00519757880090297,0.1451827893630376
spray,count,3-1,bin_10,3324,0.04332129963898917,0.04132161320112343,-0.0019996864378657372,-0.04615942860740077
spray,count,3-1,bin_11,3324,0.04001203369434416,0.04265616382791624,0.0026441301335720785,0.06608337266160594
spray,count,3-1,bin_12,3324,0.04362214199759326,0.042506174666083626,-0.0011159673315096347,-0.025582589034055348
spray,count,3-1,bin_13,3324,0.04091456077015644,0.041506243866510244,0.0005916830963538025,0.014461430972647349
spray,count,3-1,bin_14,3324,0.03850782190132371,0.040785828150524985,0.0022780062492012768,0.05915697478394565
spray,count,3-1,bin_15,3324,0.0421179302045728,0.04144437885358504,-0.0006735513509877611,-0.01599203350488084
spray,count,3-1,bin_16,3324,0.04061371841155235,0.04076493952964995,0.00015122111809760114,0.0037233999744920457
spray,count,3-1,bin_17,3324,0.03700361010830325,0.041698740036050994,0.004695129927747746,0.12688302341328056
spray,count,3-1,bin_18,3324,0.03790613718411552,0.041357059245503244,0.0034509220613877234,0.09103861057184756
spray,count,3-1,bin_19,3324,0.04542719614921781,0.042364838761293606,-0.0030623573879242014,-0.06741242355933805
spray,count,3-1,bin_20,3324,0.04843561973525872,0.042413047128032774,-0.006022572607225947,-0.12434180960508726
spray,count,3-1,bin_21,3324,0.049338146811071,0.04345747266335194,-0.005880674147719062,-0.11919122479889122
spray,count,3-1,bin_22,3324,0.048736462093862815,0.04432802662246015,-0.004408435471402662,-0.09045456485766944
spray,count,3-1,bin_23,3324,0.05565583634175692,0.04647266276819451,-0.009183173573562409,-0.16499929166768348
spray,count,3-2,bin_0,9959,0.05120996083944171,0.04865543483159886,-0.0025545260078428528,-0.04988338139628818
spray,count,3-2,bin_1,9959,0.040465910231951,0.042025134934614655,0.0015592247026636544,0.038531808471035565
spray,count,3-2,bin_2,9959,0.03825685309770057,0.04033074014703448,0.0020738870493339084,0.054209556756735944
spray,count,3-2,bin_3,9959,0.03845767647354152,0.040757107137124236,0.0022994306635827147,0.059791200988564636
spray,count,3-2,bin_4,9959,0.03665026609097299,0.040032856637710244,0.0033825905467372575,0.09229375138344205
spray,count,3-2,bin_5,9959,0.037252736218495834,0.04125197044603497,0.003999234227539138,0.1073541069327824
spray,count,3-2,bin_6,9959,0.042172908926599056,0.04180539219237447,-0.00036751673422458914,-0.008714521800339723
spray,count,3-2,bin_7,9959,0.040465910231951,0.04211201733372043,0.001646107101769427,0.04067886011543852
spray,count,3-2,bin_8,9959,0.04167085048699669,0.04219314377707561,0.0005222932900789193,0.012533780423845679
spray,count,3-2,bin_9,9959,0.03996385179234863,0.040665460822958646,0.0007016090306100134,0.017556091296093274
spray,count,3-2,bin_10,9959,0.03333668038959735,0.0411729714045798,0.007836291014982455,0.23506512716328395
spray,count,3-2,bin_11,9959,0.044683201124610904,0.04186260062980819,-0.002820600494802712,-0.06312440523087688
spray,count,3-2,bin_12,9959,0.03705191284265488,0.04231652445752742,0.005264611614872537,0.14208744464096368
spray,count,3-2,bin_13,9959,0.04126920373531479,0.041971304593481536,0.0007021008581667432,0.017012706682439403
spray,count,3-2,bin_14,9959,0.04096796867155337,0.04116570239857582,0.00019773372702244774,0.004826544577001365
spray,count,3-2,bin_15,9959,0.04357867255748569,0.04033114136437616,-0.0032475311931095263,-0.07452111325386584
spray,count,3-2,bin_16,9959,0.04257455567828095,0.03944088925210628,-0.003133666426174672,-0.07360420740158859
spray,count,3-2,bin_17,9959,0.04147002711115574,0.039837482176733115,-0.0016325449344226223,-0.039366864411416215
spray,count,3-2,bin_18,9959,0.04297620242996285,0.03994053927651083,-0.003035663153452016,-0.07063590968511362
spray,count,3-2,bin_19,9959,0.04408073099708806,0.041132620335822816,-0.0029481106612652477,-0.06687980427230206
spray,count,3-2,bin_20,9959,0.044884024500451855,0.041348119190995375,-0.00353590530945648,-0.07877870464625746
spray,count,3-2,bin_21,9959,0.044783612812531376,0.041592481631130704,-0.003191131181400672,-0.07125667138020021
spray,count,3-2,bin_22,9959,0.042875790742042376,0.04231062050185531,-0.0005651702401870684,-0.013181570074995349
spray,count,3-2,bin_23,9959,0.048900492017270814,0.04574774450783571,-0.0031527475094351026,-0.06447271549581968
spray,count,0-0,expected_bin_index,19868,11.646164686933762,11.240842390219912,-0.4053222967138499,-0.034803071020333
spray,count,0-1,expected_bin_index,15556,11.563319619439445,11.271997460084483,-0.2913221593549622,-0.025193644121469384
spray,count,0-2,expected_bin_index,8346,11.138749101365924,10.943834949567666,-0.19491415179825822,-0.0174987469440672
spray,count,1-0,expected_bin_index,10453,11.926432603080455,11.553412538164103,-0.37302006491635176,-0.03127675117369171
spray,count,1-1,expected_bin_index,13746,11.785683107813181,11.419234986158036,-0.36644812165514473,-0.031092650150436527
spray,count,1-2,expected_bin_index,14139,11.473017893769008,11.100349587902643,-0.37266830586636424,-0.032482151541728205
spray,count,2-0,expected_bin_index,3576,12.085850111856823,11.814161656194376,-0.2716884556624475,-0.022479879623520032
spray,count,2-1,expected_bin_index,7801,11.868991154980131,11.528680700620697,-0.3403104543594342,-0.028672230850609635
