,Hard throwers (top 20% velo),Soft tossers (bottom 20% velo),Fastballs up (top 20% share of FBs in top third of zone),Fastballs rarely up (bottom 20% share of FBs in top third of zone),Breaking balls buried (top 20% share of breaking balls below zone),Breaking balls rarely buried (bottom 20% share of breaking balls below zone),Breaking-ball heavy (top 20%),Fastball heavy (bottom 20% brk),"North-south (top 40% on both: FBs in top third, breaking balls below zone)","Power elevators (top 40% on both: velo, FBs in top third of zone)","Soft breakers (velo bottom 40%, brk top 40%)",name,stand,prior_pa_R
686681,0.4896021215593455,-0.41554973682262164,-4.640614513676667,5.147497162272584,-2.016951309022934,0.5268027987983838,-0.5968233165264446,0.05718269941289038,-5.187803645656903,-1.8231248625779963,-1.352422683191504,Michael Massey,L,525.0
680700,1.3716947858351165,-1.55159795978551,3.508084308237362,-1.9350449066778295,1.005570921643011,-1.9969282461053568,0.054346778230998025,-0.38297840172443626,3.3086605288617195,2.568154821048879,-1.0705358639802904,Richie Palacios,L,198.0
686482,-1.0968643666913576,1.704765883666496,-1.2996205679548105,1.8159102572887655,-0.6085717823009397,0.6385921222529647,-0.5966565031861013,0.6609364790068509,-1.7784100184883762,-2.2506667877301867,0.9700888862527607,Logan Driscoll,?,0.0
666185,1.4407323407526154,-1.464957603058838,-1.97938966738665,1.5894060712800866,4.639963376456731,-2.6716697567440186,1.9578443681981337,-2.1019020389826872,2.087909047943251,-0.6960433144239301,0.6230659294693353,Dylan Carlson,L,1100.0
686765,-1.0968643666913576,1.704765883666496,-1.2996205679548105,1.8159102572887655,-0.6085717823009397,0.6385921222529647,-0.5966565031861013,0.6609364790068509,-1.7784100184883762,-2.2506667877301867,0.9700888862527607,Nick Sogard,?,0.0
677800,-2.0269240543560723,1.7688821724118093,2.1189207228980704,0.07469832081319103,-1.0740400566647292,0.7471724166604075,1.9049988472017045,-1.541069668435623,-1.6765788153195325,-2.374938347376607,2.951005700493229,Wilyer Abreu,L,75.0
671213,5.249720031058571,-9.169676942178697,0.2969977840831627,-4.942397378825697,5.284531820977526,-2.40086380049643,3.3890462291543155,-3.3709575704605,5.375304850139473,5.845098737977261,-2.896616079079392,Triston Casas,L,473.0
666139,0.3833985509155005,-1.8472647003548854,-4.366109582888293,2.5704639135482643,0.9542627027429507,1.335490535022997,5.255239121716644,-4.1336172146872885,-3.6667509477723086,-1.5948397859155752,2.054137566916877,Josh Lowe,L,584.0
666018,-2.370318941010082,3.929245665960327,-0.5447248405943212,3.385503342503132,-0.9080591978440332,0.32626804918782604,0.07976630485124378,0.21090368250620095,-5.813965785933824,-3.7477698496050205,2.917988471982307,Jonathan Aranda,L,172.0
665839,2.2786288803851775,-2.5543705958940772,2.9923035010918855,-3.1448328376886883,0.5949003195872058,-1.8423155314591109,2.236896882250016,-2.123717627571411,2.180582865149755,2.5498156429905436,-0.04720256164722722,Enmanuel Valdez,L,132.0
681508,-1.0968643666913576,1.704765883666496,-1.2996205679548105,1.8159102572887655,-0.6085717823009397,0.6385921222529647,-0.5966565031861013,0.6609364790068509,-1.7784100184883762,-2.2506667877301867,0.9700888862527607,Mickey Gasper,?,0.0
680776,-0.8040533189489663,0.22128408116548043,-1.5335577595558885,-0.04474765764922115,-1.6990751070484125,2.3820786351287526,2.91760043637165,-1.7222528900082288,-0.4026339900450012,0.04704984891475023,0.8774402402866189,Jarren Duran,L,576.0
