pitcher,p_throws,n_pitches,n_fb,fb_velo,fb_height,brk_share,bf,fb_velo_tercile,fb_height_tercile,brk_share_tercile
456051,R,1099,547,93.49067641681901,2.8280544071719174,0.34394904458598724,274,1,2,2
456068,R,7280,3767,91.50066365808335,2.6414970443104187,0.32362637362637364,1937,0,1,1
456071,L,1117,583,91.32246998284734,2.2881266704070953,0.2864816472694718,304,0,0,1
456167,R,3371,1821,87.84371224601867,2.7167646783684125,0.3358053989913972,845,0,2,1
456379,R,1383,595,93.69697478991596,2.5707985375263247,0.5574837310195228,354,1,1,2
456496,R,472,220,94.85954545454545,2.6440083566873955,0.5317796610169492,112,2,1,2
456501,R,16238,7780,91.92710796915168,2.8078261445248955,0.19589850966867842,4224,0,2,0
456696,R,4382,2532,93.98305687203792,2.5750263613264415,0.26106800547695114,1127,1,1,1
456701,R,6880,3645,93.09459533607682,2.4892355406349167,0.2549418604651163,1766,1,1,1
456713,R,3460,2151,97.1676429567643,2.4971895290413526,0.288150289017341,900,2,1,1
456776,L,634,379,92.36992084432717,2.4395205948498595,0.03470031545741325,152,1,0,0
457117,R,498,265,92.53811320754717,2.5533182203080975,0.40160642570281124,131,0,1,2
457429,L,1970,906,93.56832229580573,2.4588713706254652,0.5248730964467005,503,2,0,2
457435,L,403,278,92.96330935251798,2.35244548511198,0.1761786600496278,100,2,0,0
457448,L,270,184,86.9445652173913,2.0787747554813483,0.06296296296296296,67,0,0,0
457711,R,1518,873,90.22829324169531,2.4842543503803527,0.27931488801054016,415,0,0,1
457732,R,995,576,92.78142361111111,2.702788626634122,0.15175879396984926,240,1,2,0
457744,L,494,214,90.34672897196262,2.197293125838895,0.48380566801619435,137,0,0,2
457754,R,596,329,94.55775075987842,2.3705587578247704,0.44798657718120805,148,2,0,2
457768,R,1588,833,94.74621848739497,2.2026689997072437,0.12342569269521411,444,2,0,0
457915,R,2573,1467,92.63306066803,2.671469174673285,0.35755926933540616,670,1,2,2
457918,L,17466,12258,91.70031815956926,2.4933190533839973,0.18515973892133286,4391,1,1,1
458006,R,4019,2637,92.32669700417141,2.1797332100610745,0.2284150286140831,1028,0,0,0
458537,L,218,131,92.19160305343512,2.67336172428193,0.3348623853211009,53,1,1,2
458584,L,2120,838,88.76957040572792,2.2834992835388195,0.3589622641509434,536,0,0,2
458676,R,1319,531,90.23634651600753,2.73210586733208,0.24639878695981804,324,0,2,1
458677,L,5851,3894,95.26538263995891,2.524893772449884,0.07639719706033157,1386,2,1,0
458678,R,369,229,95.24061135371178,2.5123816077829257,0.3685636856368564,98,2,1,2
458681,R,21547,15156,92.87519134336236,2.583147479034896,0.09277393604678146,5350,1,1,0
458690,R,1115,726,91.85110192837465,2.3417557803078606,0.2591928251121076,299,0,0,1
458708,R,9240,3185,88.42329670329671,2.55508200535492,0.20443722943722945,2564,0,1,0
458730,R,504,359,93.86880222841226,2.4662850306680943,0.2619047619047619,139,1,0,1
458919,R,921,704,93.54275568181819,2.1461807833120834,0.11074918566775244,248,1,0,0
458924,L,718,547,93.09762340036563,2.1195955462261935,0.21448467966573817,194,2,0,1
459429,L,5731,4878,94.45371053710538,2.5054631025723335,0.1481416855697086,1467,2,1,0
459967,R,302,170,87.9,2.395311050442934,0.23178807947019867,83,0,0,0
459987,L,1568,658,89.8063829787234,2.143240618801211,0.42538265306122447,431,0,0,2
460024,R,1447,555,95.06198198198199,2.609336995568412,0.19972356599861782,365,2,1,0
460059,R,6917,4671,93.1584029115821,2.54202918498895,0.17941304033540553,1801,1,1,0
460156,R,938,371,91.54097035040431,2.7413077691625576,0.3752665245202559,245,0,2,2
460283,L,3013,1443,89.08177408177409,2.3742352061174152,0.44971788914702954,736,0,0,2
460701,L,651,355,90.44901408450704,2.545485720880889,0.2642089093701997,172,0,1,1
461325,R,6367,2691,90.83924191750279,2.904357390024412,0.05669860216742579,1588,0,2,0
461829,L,14323,8436,90.73944997629208,2.599636172534549,0.2051944425050618,3482,0,1,1
461833,R,4601,2594,90.86264456437934,2.5669581964881325,0.18735057596174745,1306,0,1,0
461872,R,3558,1714,93.92467911318553,2.6742718582344525,0.5171444631815627,892,1,2,2
462136,R,11765,5838,89.23221993833505,2.6684179437602418,0.08992775180620484,2983,0,2,0
462382,R,4064,2833,93.83183903988704,2.3426880941277894,0.24606299212598426,1080,1,0,1
462515,R,1143,494,90.96578947368421,2.4866884515594156,0.2458442694663167,296,0,0,1
462945,L,371,243,89.54979423868312,2.1697273307499203,0.1293800539083558,90,0,0,0
462985,L,999,681,92.90455212922173,2.3943957704931,0.28428428428428426,273,1,0,1
464416,R,276,167,89.38023952095809,2.6331437747375914,0.358695652173913,82,0,1,2
465629,R,776,363,91.02782369146006,2.6126872060472555,0.18298969072164947,223,0,1,0
465657,R,6431,3839,92.71888512633498,2.4904799556247763,0.21178665837350336,1584,1,1,0
465679,R,365,57,88.40701754385965,2.2257888421228356,0.3780821917808219,96,0,0,2
466948,R,962,513,93.2103313840156,2.3253901705474194,0.10706860706860707,284,1,0,0
467008,R,4485,2022,95.32181008902077,2.3665897477175504,0.3859531772575251,1143,2,0,2
467094,L,1253,718,91.34150417827297,2.423793074517161,0.1300877893056664,328,0,0,0
467100,R,12107,7622,92.87488848071372,2.38755115726578,0.23440984554390024,3390,1,0,1
467785,R,386,276,95.00760869565217,2.664748635846452,0.20466321243523317,102,2,2,0
468396,R,1753,1087,94.9165593376265,2.3528512950587643,0.2772390188248717,432,2,0,1
468504,R,12513,6167,90.9221177233663,2.211509937866852,0.3963078398465596,3185,0,0,2
469134,R,578,319,94.02413793103449,2.326768243028405,0.39965397923875434,153,1,0,2
471822,R,2303,1498,97.32443257676903,2.66179167853192,0.2935301780286583,567,2,2,1
471911,R,18106,8722,93.8598027975235,2.516348765893878,0.30757759858610406,4816,1,1,1
472551,L,2980,1684,91.70534441805225,2.5380658239225626,0.2181208053691275,744,1,1,1
472610,R,6862,3807,97.23961124244812,2.452835097146679,0.3369280093267269,1851,2,0,2
473879,R,4810,3172,95.13631778058009,2.235473145831095,0.0735966735966736,1373,2,0,0
474029,R,1382,340,91.04941176470588,2.1563406597378174,0.000723589001447178,354,0,0,0
474284,R,832,362,92.3524861878453,2.725573197327783,0.3088942307692308,201,0,2,1
474463,L,9774,5181,90.43765682300715,2.2464712067270693,0.28995293636177616,2678,0,0,1
474521,R,1814,1170,93.55119658119658,2.4924774893385515,0.16427783902976847,466,1,1,0
474668,L,781,567,88.87460317460318,2.5490623905475616,0.1946222791293214,212,0,1,1
474699,R,3657,2209,89.69719330013581,2.403459745130927,0.21137544435329506,983,0,0,0
475054,R,3200,1413,92.70127388535032,2.633683953046608,0.5090625,819,1,1,2
475115,R,7317,3750,92.03247999999999,2.4699670246448338,0.4112341123411234,1825,0,0,2
475243,L,4397,2734,90.0487929773226,2.453792505560329,0.11007505117125313,1085,0,0,0
475416,R,1008,668,87.73278443113773,2.1994351093798485,0.29464285714285715,273,0,0,1
475479,R,6610,3435,92.85455604075692,2.602021115779613,0.2556732223903177,1599,1,1,1
475857,R,515,346,94.3543352601156,2.4682531829560648,0.2543689320388349,130,1,0,1
476451,R,9970,4797,90.33548050865124,2.2694916972140464,0.19608826479438315,2572,0,0,0
476454,R,5096,2371,97.713369886124,2.7397267162054844,0.533359497645212,1230,2,2,2
476570,R,244,153,92.94444444444444,2.22495676071124,0.29098360655737704,67,1,0,1
476589,R,5800,2340,92.83995726495726,2.5885088926066864,0.4505172413793103,1373,1,1,2
476594,R,1253,744,97.25053763440859,2.5579061863140153,0.31444533120510776,322,2,1,1
477003,L,4627,2514,89.6175815433572,2.2620020895521544,0.1417765290685109,1271,0,0,0
477132,L,19245,8549,92.09460755643936,2.512689333994213,0.5486100285788517,5076,1,1,2
477569,R,3963,2424,91.13444719471947,2.8288477016898472,0.2031289427201615,1002,0,2,0
487675,L,272,70,89.86428571428571,2.662901496020449,0.6691176470588235,64,0,1,2
488674,R,1042,611,89.18265139116203,2.3151849335366386,0.15163147792706333,279,0,0,0
488748,L,4058,2970,92.53996632996633,2.6149029584195382,0.15672745194677182,982,1,1,0
488768,R,13191,8186,93.86733447349133,2.447646097034211,0.23910241831551815,3356,1,0,1
488786,R,1749,836,89.31794258373206,2.5128287742655617,0.5140080045740423,435,0,1,2
488846,L,2719,1401,91.76502498215561,2.3659440209249434,0.3324751746965796,695,1,0,2
488984,R,4470,2159,95.2658175081056,2.5534909816264855,0.21029082774049218,1233,2,1,0
489002,R,414,343,89.19154518950438,2.4359256068803807,0.13768115942028986,104,0,0,0
489119,L,18313,6721,90.8481327183455,2.299349855087093,0.17927155572544096,4680,0,0,0
489265,R,6097,1897,86.31602530311018,2.1417499622436367,0.5838937182220765,1528,0,0,2
489294,R,897,585,95.37128205128205,2.514481394767999,0.31215161649944256,232,2,1,1
489295,R,289,251,94.07808764940239,2.18571432147004,0.05536332179930796,77,1,0,0
489334,R,6056,3716,91.94913885898816,2.142275785440976,0.15852047556142668,1618,0,0,0
489446,R,5474,3163,93.6538729054695,2.5921749183901746,0.14084764340518816,1308,1,1,0
490063,R,5931,3875,92.73460645161289,2.446290526882451,0.302647108413421,1561,1,0,1
491159,L,407,279,84.71362007168459,2.6082236994039247,0.1597051597051597,100,0,1,0
491624,R,1460,387,86.82945736434108,2.2991494305899174,0.06095890410958904,407,0,0,0
491646,R,3382,2049,91.74714494875549,2.192326629759744,0.18894145476049676,897,0,0,0
491703,R,2670,1792,95.90262276785714,2.726580201637859,0.24119850187265918,643,2,2,1
491708,R,2202,1467,98.59468302658486,2.3130076484564337,0.22025431425976386,590,2,0,0
493157,R,2057,1057,87.24304635761588,2.9453273660466346,0.027224112785610113,522,0,2,0
493159,L,526,320,88.999375,2.3942518525713217,0.19391634980988592,129,0,0,1
493200,R,3841,2186,92.6259835315645,2.7637832042770696,0.1614162978391044,937,1,2,0
493247,R,2223,1248,90.22884615384616,2.1401331323102006,0.4089068825910931,602,0,0,2
493603,R,7622,3479,94.09039954009774,2.558069542752361,0.43440041983731303,1854,1,1,2
497807,R,279,177,94.09152542372881,2.5624551345306155,0.34050179211469533,68,1,1,2
500610,R,2848,1280,90.98375,2.331487098692032,0.16853932584269662,709,0,0,0
500721,R,389,249,93.38232931726908,2.3369133343557724,0.33161953727506427,95,1,0,1
500724,R,4145,2451,95.99436964504284,2.4611629069696375,0.39879372738238844,1122,2,0,2
500765,R,408,264,94.15265151515152,2.210026513261816,0.23284313725490197,93,1,0,0
500779,L,20722,12734,91.75442123449035,2.616081137259039,0.27280185310298233,5246,1,1,1
500872,R,1084,647,95.17511591962906,2.4623696585347017,0.3837638376383764,269,2,0,2
501381,R,12114,5992,92.88292723631508,2.561958442332896,0.339854713554565,3197,1,1,2
501563,R,774,532,93.33364661654136,2.453611956743869,0.30103359173126615,199,1,0,1
501593,L,3638,1546,92.35381630012937,2.4588394959427324,0.10582737768004398,895,1,0,0
501625,L,6038,3218,91.34841516469858,2.473681225634835,0.2283868830738655,1620,1,1,1
501697,R,2053,1397,95.10229062276306,2.3244707661293798,0.24744276668290308,558,2,0,1
501789,R,5091,231,92.98354978354979,2.5379275054865733,0.3119230013749755,1280,1,1,1
501817,R,2374,816,92.89522058823529,2.493374969816308,0.18155012636899748,607,1,1,0
501822,R,3061,1664,95.42704326923078,2.6004684309105457,0.1875204181639987,765,2,1,0
501925,R,4712,3077,87.86919077023074,2.1796294239492062,0.32788624787775894,1273,0,0,1
501955,R,884,433,94.27875288683602,2.5498756244799603,0.4920814479638009,210,1,1,2
501957,R,8068,4447,91.718619293906,2.639163341369697,0.27243430837878035,2036,0,1,1
501985,L,12388,5613,91.98658471405666,2.7894392568534543,0.33968356474007105,3165,1,2,2
501992,R,4907,2697,92.740489432703,2.4996032367236984,0.3262685958834318,1248,1,1,1
502004,R,3285,1037,91.3205400192864,2.3890689973001105,0.22161339421613394,883,0,0,0
502009,R,3218,1274,91.47967032967034,2.5038738096754507,0.2175264139216905,846,0,1,0
502010,R,308,193,92.07098445595855,2.523826616368361,0.3246753246753247,80,0,1,1
502026,R,5441,3501,95.08971722365038,2.1747870580609945,0.23966182687006066,1424,2,0,1
502028,R,2765,1499,96.34429619746498,2.430151373359452,0.37142857142857144,700,2,0,2
502032,R,5488,3033,94.28789976920541,2.4118671717954165,0.2552842565597668,1362,1,0,1
502042,R,16890,8087,94.91237789044145,2.825558166025092,0.42190645352279454,4218,2,2,2
502043,R,23964,12111,92.35306745933448,2.408484263390626,0.2799198798197296,6255,0,0,1
502046,L,5380,3360,91.87276785714286,2.4449811572926206,0.10483271375464684,1395,1,0,0
502051,R,663,434,96.9589861751152,2.4990635044125056,0.3167420814479638,164,2,1,1
502083,R,3997,3041,95.29605392962841,2.659787229885827,0.16337252939704777,1007,2,2,0
502085,R,6678,175,93.06571428571428,2.0195565951521806,0.42932015573525006,1680,1,0,2
502087,L,239,125,91.72,2.7659635512867684,0.35564853556485354,64,1,2,2
502154,L,4718,4220,95.59436018957346,1.8306883258359312,0.10279779567613395,1247,2,0,0
502171,R,13153,6149,92.8711497804521,2.558588612620082,0.22147038698395805,3457,1,1,0
502179,R,4217,2176,88.77141544117647,2.532049367561326,0.4365662793455063,1085,0,1,2
502188,R,13795,7017,93.77950691178567,2.612635498280505,0.2663283798477709,3499,1,1,1
502190,R,13812,6277,90.19389835908873,2.22408073894777,0.20207066319142775,3845,0,0,0
502202,R,6399,3744,92.41399572649573,2.486089986011704,0.1400218784185029,1559,0,0,0
502211,R,2968,324,88.64043209876543,2.6426400200306124,0.5266172506738545,766,0,1,2
502212,R,1944,852,89.89166666666667,2.5435933415592396,0.39454732510288065,502,0,1,2
502239,R,7926,3421,91.61262788658287,2.367245859374206,0.21196063588190764,1996,0,0,0
502260,R,245,190,90.37368421052632,2.7347777438591425,0.2,60,0,2,0
502264,R,335,251,94.44661354581673,2.043183607398891,0.23582089552238805,82,2,0,1
502272,R,1831,968,93.43863636363636,2.609640759682018,0.4664117968323321,487,1,1,2
502304,R,448,307,95.29218241042345,2.5093710329753787,0.30357142857142855,126,2,1,1
502327,L,10682,6774,91.18855919692945,2.7168558908841676,0.11112151282531361,2607,0,2,0
502381,R,2967,1608,89.44359452736317,2.0513719253136693,0.4287158746208291,815,0,0,2
502462,R,258,107,92.81588785046728,2.5302532692005797,0.5852713178294574,71,1,1,2
502522,R,2733,1872,93.72500000000001,2.6589755864799898,0.3044273691913648,677,1,2,1
502578,R,571,341,94.13548387096775,2.5547252766050925,0.38704028021015763,146,1,1,2
502593,R,2445,1681,94.55282569898868,2.22090890892095,0.1280163599182004,657,2,0,0
502624,R,15556,8084,92.41939633844632,2.569948641038246,0.14656724093597326,3800,0,1,0
502706,L,11075,6334,92.02145563624882,2.647483442492934,0.3313769751693002,2801,1,1,2
502748,R,5626,3035,92.21825370675454,2.2267091482239008,0.41237113402061853,1384,0,0,2
503285,R,3832,2070,86.88618357487923,2.777372924589695,0.45589770354906056,937,0,2,2
503444,R,992,509,92.03045186640472,2.216999188968953,0.24495967741935484,270,0,0,1
503449,R,8458,4967,95.11437487416951,2.293324303899471,0.3076377394183022,2151,2,0,1
503569,R,1013,643,94.73219284603422,2.31720534315782,0.21816386969397827,256,2,0,0
504083,R,370,232,96.14181034482759,2.395929109888403,0.32432432432432434,100,2,0,1
504186,R,470,270,92.2562962962963,2.444212288484845,0.30851063829787234,126,0,0,1
504379,R,6061,4137,94.64111675126904,2.6611547593601794,0.29681570697904636,1454,2,2,1
506433,R,17236,6785,94.32343404568903,2.3982736877512143,0.47203527500580184,4341,1,0,2
506693,R,558,308,91.6396103896104,2.3313410091893094,0.15232974910394265,163,0,0,0
514669,R,306,217,89.33917050691244,2.677997408369842,0.24509803921568626,68,0,2,1
514981,R,271,118,95.36525423728814,2.6785236509040082,0.2177121771217712,71,2,2,0
515052,R,567,331,93.6012084592145,2.7668303203632423,0.36507936507936506,155,1,2,2
516414,R,539,319,92.30721003134796,2.478591996919528,0.3358070500927644,129,0,0,1
516589,R,351,158,91.0386075949367,2.2397718428248448,0.19943019943019943,89,0,0,0
516714,L,852,356,92.79325842696629,2.43650399322032,0.5610328638497653,214,1,0,2
516910,R,1227,679,95.17908689248895,2.473245786243911,0.04808475957620212,336,2,0,0
516969,R,4788,3160,97.4001582278481,2.677161693679211,0.13596491228070176,1257,2,2,0
516970,R,413,257,91.91750972762645,2.612003583199979,0.2179176755447942,110,0,1,0
517008,R,7913,3055,94.72360065466448,2.5520588689707133,0.014280298243396942,2105,2,1,0
517414,R,3838,2086,93.36845637583893,2.312331988922824,0.2232933819697759,928,1,0,0
517448,R,261,180,91.2061111111111,2.3506737748779147,0.1724137931034483,65,0,0,0
517593,R,7269,4764,95.30860621326616,2.6704023824028624,0.14211033154491676,1791,2,2,0
518397,L,4048,3371,92.89308810442004,2.001921386418661,0.11758893280632411,1123,1,0,0
518420,R,233,122,88.0483606557377,2.215949985047528,0.2703862660944206,55,0,0,1
518445,L,1305,746,92.87520107238605,2.530083904039461,0.13946360153256704,329,1,1,0
518452,R,8533,4496,91.83416370106762,2.378538584682185,0.20496894409937888,2234,0,0,0
518468,R,1890,943,93.58738069989396,2.3732471181420918,0.4830687830687831,479,1,0,2
518489,R,3967,2287,96.02632269348491,2.8201101681295064,0.35795311318376605,1027,2,2,2
518516,L,19742,8233,91.31674966597839,2.785978462799274,0.1883294499037585,5065,0,2,1
518553,R,7754,4427,90.49530155861757,2.498398820501037,0.41991230332731494,1914,0,1,2
518560,R,1187,769,92.41196358907672,2.3922540062622932,0.3100252737994945,300,0,0,1
518566,R,1514,582,93.106529209622,2.4297111226200365,0.2952443857331572,376,1,0,1
518585,R,1378,466,94.29420600858369,2.8168597937307904,0.03701015965166909,343,1,2,0
518603,R,1433,824,92.11881067961164,2.47233032718859,0.31751570132588974,351,0,0,1
518617,L,8022,5201,95.67944626033454,2.5038640535147105,0.31849912739965097,1907,2,1,2
518633,L,14159,7916,93.6571374431531,2.610025269148877,0.27664383077900984,3662,2,1,1
518693,L,2841,1672,94.89718899521532,2.3621584738379284,0.1650827173530447,715,2,0,0
518703,L,297,156,91.85576923076923,2.4133024364126023,0.4444444444444444,82,1,0,2
518715,R,3705,1893,91.7216587427364,2.1896283066504623,0.3765182186234818,984,0,0,2
518716,R,3433,1565,90.3484984025559,2.7766374152404247,0.17302650742790562,935,0,2,0
518748,R,3410,1760,94.80198863636363,2.470951011204601,0.48035190615835777,838,2,0,2
518771,R,431,232,95.31422413793103,2.4481203182479354,0.037122969837587005,121,2,0,0
518774,R,11805,6773,94.58988631330283,2.6354040229521813,0.3083439220669208,3075,2,1,1
518790,R,3015,1818,89.36837183718373,2.330290115649673,0.272636815920398,781,0,0,1
518813,R,4508,1937,93.0404233350542,2.483004862895407,0.5658828748890861,1164,1,0,2
518858,R,2859,1717,96.87268491555038,2.6174937346390776,0.3885974116824064,752,2,1,2
518863,R,246,162,91.95246913580246,2.5603469865923514,0.22357723577235772,72,0,1,0
518875,R,3663,1824,92.16803728070175,2.7952979015734334,0.5001365001365001,940,0,2,2
518876,R,11672,5430,92.11414364640883,2.3150498144033618,0.1757196710075394,3031,0,0,0
518883,L,405,229,87.83449781659388,2.2446131593184306,0.23703703703703705,112,0,0,1
518886,R,8042,5346,97.0230078563412,2.7445984670389887,0.33461825416563046,1898,2,2,1
518927,L,1709,904,90.06803097345133,2.2659125618364517,0.366296079578701,457,0,0,2
519008,L,5199,3573,90.40389028827315,1.8653467061878848,0.15483746874398924,1462,0,0,0
519043,L,12343,6788,92.82787271655863,2.598370128009278,0.21591185287207323,3204,1,1,1
519076,R,9363,5791,93.86377136936625,2.626250717956703,0.36569475595428813,2420,1,1,2
519085,L,1862,1081,89.4931544865865,2.432716136185568,0.15843179377013963,486,0,0,0
519096,R,3872,2993,90.1721349816238,2.260472454458693,0.1056301652892562,1089,0,0,0
519141,L,11391,6239,91.79104023080623,2.9240431061745955,0.35212009481169343,2748,1,2,2
519144,R,16463,9523,90.86262732332249,2.725889062561567,0.30887444572678124,4343,0,2,1
519151,R,7439,3092,95.43053040103493,2.462660393872501,0.5648608683962898,1991,2,0,2
519166,R,2555,1417,93.95758645024699,2.7536216407021104,0.4395303326810176,608,1,2,2
519168,R,914,538,91.6089219330855,2.7224097522313766,0.350109409190372,224,0,2,2
519169,L,330,184,93.82989130434783,2.370103433234123,0.396969696969697,79,2,0,2
519186,L,355,175,88.31314285714285,2.584378347105607,0.30985915492957744,90,0,1,1
519240,L,2102,1207,92.16114333057166,2.0126287652984094,0.31303520456707895,566,1,0,2
519242,L,17525,8799,94.2376974656211,2.7752764993759396,0.30385164051355207,4470,2,2,1
519263,R,1482,876,92.45867579908676,2.405866788390899,0.05668016194331984,386,0,0,0
519267,R,1234,620,91.21129032258065,2.468706110680855,0.28282009724473256,321,0,0,1
519293,L,6698,3072,92.73271484375,2.454675329357375,0.5326963272618692,1727,1,0,2
519294,L,1465,861,94.67073170731707,2.730607854857449,0.25051194539249144,361,2,2,1
519301,L,2179,1411,93.87888022678952,2.7480693200819766,0.22625057365764112,550,2,2,1
519322,R,2626,1236,92.51666666666667,2.576009027528427,0.37014470677837014,695,0,1,2
519326,R,5987,3880,95.88788659793815,2.571237259239045,0.3091698680474361,1551,2,1,1
519344,R,363,201,88.87512437810946,2.769914331030684,0.418732782369146,95,0,2,2
519381,L,485,204,83.07647058823528,2.2983315176564303,0.5257731958762887,121,0,0,2
519381,R,747,355,86.01042253521128,2.3409626087829474,0.48326639892904955,188,0,0,2
519393,R,1759,675,93.82177777777777,2.33336345263792,0.3189312109152928,456,1,0,1
519437,R,644,350,94.20142857142856,2.5149971240402085,0.062111801242236024,157,1,1,0
519443,R,3402,1265,92.10339920948617,3.241335198285592,0.40652557319223986,852,0,2,2
519455,R,11509,6103,92.23049320006554,2.7144738968120827,0.43444261013120167,3067,0,2,2
520980,R,5617,3647,96.69972580202906,2.9729727760721856,0.16521274701798114,1384,2,2,0
521230,R,7515,5220,95.92331417624521,2.6608821789330586,0.2958083832335329,1859,2,2,1
521655,R,2819,1756,94.3874145785877,2.76958015221925,0.2930117062788223,651,1,2,1
523260,R,8469,4731,97.42563939970408,2.672898147596214,0.342897626638328,2084,2,2,2
523848,R,663,490,96.16897959183675,2.22950088295698,0.18552036199095023,172,2,0,0
523989,R,3963,2402,94.97901748542881,2.3753131266282086,0.21372697451425687,1027,2,0,0
525768,L,527,269,92.36505576208178,2.3851876208996967,0.4098671726755218,137,1,0,2
527048,L,19532,9858,92.87739906674783,2.308293963637244,0.1216977268072906,5332,1,0,0
527054,R,16767,10147,90.67601261456588,2.5770971126243714,0.28902009900399594,4188,0,1,1
527055,R,2899,1829,97.82602515035538,2.384659936209133,0.3435667471541911,758,2,0,2
528748,R,1675,832,90.24338942307692,2.669002195482832,0.23940298507462687,432,0,2,1
532077,R,4669,2725,95.97453211009174,2.6819297491873666,0.18333690297708288,1227,2,2,0
533167,R,8182,4050,91.4196049382716,2.5679456669615126,0.17648496700073332,2200,0,1,0
534737,L,1151,642,90.09174454828661,2.3492854494829554,0.3353605560382276,300,0,0,2
534812,R,2750,1822,90.97085620197585,2.8315227504372165,0.3250909090909091,660,0,2,1
534910,R,3907,2559,93.56334505666275,2.453709556911057,0.25646275915024314,1035,1,0,1
534947,R,3159,1997,90.49959939909866,2.583621094749062,0.16429249762583095,790,0,1,0
541640,R,9268,4489,91.70846513700155,2.402179862412793,0.14145446698316788,2578,0,0,0
541652,R,2070,1174,97.41064735945486,2.5829359839530586,0.3685990338164251,518,2,1,2
542266,R,507,358,92.5913407821229,2.5576389134035633,0.17357001972386588,122,1,1,0
542432,R,1945,1218,96.44121510673234,2.563814346941925,0.20359897172236505,486,2,1,0
542585,R,3630,2276,96.11761862917399,2.4645854509590546,0.20055096418732782,922,2,0,0
542587,L,1152,701,93.26704707560627,2.5653869878510007,0.3402777777777778,282,2,1,2
542609,R,1233,684,96.42763157894737,2.4008637575880876,0.41524736415247365,298,2,0,2
542669,R,233,137,93.94379562043795,2.7285752749825694,0.23605150214592274,58,1,2,1
542674,R,1433,830,94.4978313253012,2.279795994030633,0.07606420097697139,350,2,0,0
542866,R,1157,752,97.02859042553192,2.63713085663461,0.2696629213483146,317,2,1,1
542881,L,14919,6752,90.84395734597156,2.5897395486983332,0.018231784972183123,3878,0,1,0
542882,R,8358,4013,92.1370047346125,2.70401831301781,0.2048336922708782,2173,0,2,0
542888,R,4854,2811,94.15638562789042,2.6795534122492026,0.11186650185414092,1209,1,2,0
542914,R,4754,2193,94.63233014135888,2.3884716350157977,0.42406394615061,1274,2,0,2
542924,L,475,307,89.59413680781759,2.6074623190339934,0.18736842105263157,111,0,1,1
542947,L,4546,2691,89.191044221479,2.1648256749329438,0.11086669599648043,1371,0,0,0
542953,L,1479,685,91.73824817518248,2.4088707829141636,0.42258282623394183,396,1,0,2
542960,R,6717,3862,94.35919212843086,2.4425084152697227,0.15512877772815245,1633,1,0,0
543001,L,1104,527,89.8910815939279,2.7325411630187673,0.39402173913043476,303,0,2,2
543017,L,848,335,93.35194029850747,2.2268334190193877,0.5860849056603774,204,2,0,2
543022,R,9066,5892,93.95736591989139,2.304393528331721,0.08669755129053607,2258,1,0,0
543031,R,350,194,90.23556701030928,2.258641226650313,0.12,89,0,0,0
543037,R,25684,14488,96.7046521258973,2.688833984031731,0.34215854228313347,6341,2,2,2
543045,L,7146,4429,92.26170693158726,2.499071191672896,0.1766022949902043,1830,1,1,0
543054,R,2708,1820,93.79857142857142,2.4134621283591704,0.21602658788774004,646,1,0,0
543056,L,3905,1249,90.64659727782227,2.611373856760237,0.5677336747759283,996,0,1,2
543101,R,14151,7533,93.71468206557812,2.540348966023066,0.4003957317504063,3685,1,1,2
543118,R,3513,1629,92.21147943523634,2.8012104727425604,0.02618844292627384,864,0,2,0
543135,R,15346,6476,96.8785052501544,2.683972528120006,0.24931578261436205,3942,2,2,1
543144,R,2478,1074,93.21405959031657,2.874125800864396,0.12873284907183213,621,1,2,0
543169,L,2584,1701,92.02063492063492,2.2784782991455597,0.32469040247678016,703,1,0,2
543184,L,3085,1503,90.50698602794411,2.674522716158933,0.40875202593192866,805,0,2,2
543193,R,606,332,91.91204819277108,2.490449718464129,0.15181518151815182,168,0,1,0
543208,R,4673,2401,88.50583090379008,2.366183615019262,0.38390755403381127,1267,0,0,2
543219,L,1856,770,88.6887012987013,2.4464335291600388,0.3485991379310345,475,0,0,2
543238,L,503,335,97.54716417910447,2.7183345235352476,0.3320079522862823,116,2,2,2
543242,R,1086,719,95.34325452016691,2.4391589620389484,0.3268876611418048,292,2,0,1
543243,R,20529,11321,92.95054323822984,2.390148427393542,0.37527400263042526,5300,1,0,2
543258,R,345,122,89.8688524590164,2.372232049220364,0.48695652173913045,93,0,0,2
543261,L,318,175,91.36285714285714,2.488684040079653,0.3081761006289308,89,1,1,1
543272,L,9471,5147,92.9767437342141,2.3535648540375007,0.43649033892936334,2408,2,0,2
543278,L,4066,1476,88.67134146341463,2.705001804497006,0.16232169208066896,1072,0,2,0
543294,R,20932,12362,87.32895971525645,2.504431753510315,0.08823810433785591,5464,0,1,0
543331,R,2378,1519,93.11882817643186,2.6899861933551543,0.3317914213624895,564,1,2,1
543334,L,369,213,89.4530516431925,2.170769666437509,0.24119241192411925,97,0,0,1
543339,R,6980,4380,96.2516210045662,2.5654564857473323,0.25315186246418336,1739,2,1,1
543351,R,1442,585,94.1940170940171,2.75903353593186,0.5811373092926491,361,1,2,2
543359,L,4165,2389,91.76559229803264,2.2024096934317825,0.42088835534213687,1070,1,0,2
543380,R,2561,1728,92.06354166666667,2.302718687922923,0.25888324873096447,614,0,0,1
543391,R,921,553,91.06184448462929,2.376777380685988,0.25732899022801303,255,0,0,1
