batter,stand,stratum,centered_obs,centered_pred,agree
641857,L,high,0.05018038062143265,-0.007905657282971178,False
641933,R,medium,0.1592012567875942,0.0026421440565728167,True
641943,L,low,-0.06786700808574314,-0.0025621107177152755,True
642020,R,low,-0.057160119816037414,-0.0005175012095524831,True
642086,L,high,0.013567492562765356,-0.003052846912269279,False
642133,L,medium,0.03527809336353215,-0.017312810084997576,False
642136,L,low,-0.07337496995846524,-0.007898330401126974,True
642180,L,medium,-0.10400962895088314,0.0013758183414604233,False
642197,R,low,0.181572272791355,0.0004478704994059172,True
642201,R,medium,0.09575527795823129,-0.0018976641240314833,False
642215,R,low,0.1320694499987951,0.0007368990818198175,True
642350,R,medium,0.00844940316848539,-0.009125611671781882,False
642708,R,high,0.015955966875049094,0.0026694819966177185,True
642715,R,high,-0.1024701831400971,0.000680796221646917,False
642731,R,medium,-0.059933078655443714,0.002538917429733818,False
642851,R,medium,-0.0014376839186015095,-0.0019064689024162838,True
643217,L,high,-0.004361000450621544,-0.002357058669559174,True
643265,R,high,0.02384782101927659,-0.0007200982902478836,False
643289,R,medium,-0.030555017251934907,-0.004156562748330582,True
643376,R,medium,0.02744131700646769,-0.004081563848210084,False
643396,R,high,-0.0627648198268043,0.0006917891115404175,False
643446,L,high,-0.004875872297704947,0.005812184192246522,False
643565,L,medium,0.024427359854841756,-0.007549803708865974,False
644433,R,low,-0.1521348696596897,0.002002357097566918,False
645277,L,high,0.11518428551099977,0.04158996015186452,True
645302,R,high,-0.11297567333659102,-0.007099723595684083,True
645305,R,low,-0.08451840749124151,0.0008866403292648161,False
645444,L,low,-0.026758244392472347,0.017312083514959622,False
645801,L,low,-0.013260947479682546,-0.009735889848324575,True
646240,L,high,-0.07170305581977293,-0.016861776723935976,True
647304,L,medium,0.005232822255109754,-0.012161717090081875,False
647351,L,medium,0.06945074934311035,0.026402276140430024,True
649966,R,medium,0.00552157534065769,-0.006031229473609183,False
650333,L,high,-0.018838169826301446,0.009723453322257321,False
650391,R,medium,-0.04845817311277151,0.001893261910502016,False
650402,R,high,0.0366181553837964,0.003486256071355118,True
650489,L,medium,0.0027353586317226536,0.026097299450874422,True
650490,R,high,0.0647270433866911,-0.00010828563013658317,False
650559,R,medium,0.029762631290224193,0.003316999074255816,True
650859,L,high,0.10130700082816715,0.04106907987303372,True
650907,R,low,-0.1834011621794711,-0.0038713011545922823,True
655316,R,low,-0.01452379502971281,-0.004045655720113183,True
656180,R,medium,-0.10895175799267562,0.0006807730895520177,False
656248,R,low,-0.02179562042653811,0.0013539077973752176,False
656305,R,high,-0.0076449325226691095,-0.0014332003727786837,True
656413,R,medium,0.102506399188896,-2.010711243508219e-05,False
656537,R,low,0.1795391808832631,0.0016055620535880173,True
656541,L,medium,0.12612462640589125,-0.011667545432858376,False
656555,R,high,0.008900844219926492,0.006806290211859517,True
656577,R,low,-0.04105385320780401,-0.004975924657504084,True
656582,R,medium,-0.0009740960992915097,0.0018988421357989168,False
656716,L,medium,-0.06457061954277923,-0.003101715173550179,True
656775,L,high,-0.07573393557133054,0.0005344930482221247,False
656811,L,medium,-0.03342693773942274,-0.009394718534287375,True
656896,R,medium,-0.006893193311665309,0.0003866507837301178,False
656941,L,high,0.07550694108336715,-0.015766628452128978,False
656976,L,medium,-0.025812740774954046,-0.007528524412218976,True
657041,R,high,0.07740775414348129,0.0012121633674445163,True
657061,L,medium,-0.20639211631085133,0.013906744375885523,False
657077,L,high,0.015850535773906056,-0.0041923104870332795,False
657136,R,medium,0.05376438611351948,-0.003841972286139682,False
657557,R,high,-0.060386353438723006,-0.007225695914033383,True
657656,R,high,0.051957513580687884,0.00020794869794841728,True
657757,L,low,-0.016629417728587545,-0.00742749180753538,True
658668,R,medium,0.02614051314638789,0.002732702931108817,True
660271,L,high,-0.05683496092053645,-0.014623979749027377,True
660644,L,low,0.029219966704172855,0.024465154186529524,True
660670,R,high,0.00415530250673769,-0.0054004208703444835,False
660688,L,medium,0.009692997064913656,0.022226396072254923,True
660707,R,medium,-0.09683070920194942,0.0029414581192139157,False
660766,R,low,0.013124506414803092,-0.003677888276928684,False
660821,L,medium,-0.08909545420103135,-0.021851241296183377,True
660844,L,low,-0.05975002090625594,0.01776868775401532,False
661388,R,medium,0.009745889746136091,0.005925517627196316,True
661531,R,low,-0.13661101725193492,-0.0033056609443436833,True
662139,L,medium,0.09633326911453396,-0.006861887145508477,False
663330,R,low,0.1797908875099698,-0.0010252910982062827,False
663368,L,low,0.061649885369778355,0.019862656432451026,True
663457,L,medium,0.05723162881398636,-0.019473751315421478,False
663527,R,medium,0.03352803543270459,-0.0012486457572110834,False
663538,R,medium,0.02856636187960179,0.0005797044483070168,True
663586,R,high,-0.01233382805224571,-0.0010533384073386828,True
